sp,d.tpos,d.tneg,d.fpos,d.fneg,global.count,EA_0.25_cells
Hydriastele_microspadix,22,19,3,1,27157,18
Hydriastele_moluccana,2,7,0,0,2222,2
Hydriastele_pinangoides,30,19,12,0,46620,30
Hydriastele_ramsayi,28,27,1,0,2129,21
Hydriastele_rhopalocarpa,3,7,0,0,2907,3
Hydriastele_valida,2,7,0,0,684,1
Hydriastele_wendlandiana,120,100,13,6,22313,70
Hyophorbe_amaricaulis,1,13,0,0,4472,1
Hyophorbe_indica,1,12,0,0,396,1
Hyophorbe_lagenicaulis,5,12,0,0,36808,8
Hyophorbe_verschaffeltii,5,13,0,0,6743,7
Hyospathe_elegans,291,188,24,7,11276,364
Hyospathe_frontinensis,14,26,0,0,1586,5
Hyospathe_macrorhachis,13,14,0,0,3863,10
Hyospathe_peruviana,5,14,0,0,1197,2
Hyphaene_compressa,6,11,1,0,21818,6
Hyphaene_coriacea,47,43,5,1,32868,42
Hyphaene_guineensis,2,12,0,0,379,3
Hyphaene_petersiana,36,29,8,0,3092,33
Hyphaene_reptans,6,12,0,0,578,2
Hyphaene_thebaica,294,196,85,4,36611,57
Iguanura_bicornis,1,13,0,0,372,1
Iguanura_macrostachya,5,13,0,0,2131,5
Iguanura_melinauensis,1,12,0,0,441,1
Iguanura_polymorpha,11,13,0,0,8850,9
Iguanura_prolifera,1,13,0,0,659,1
Iguanura_wallichiana,11,21,1,1,9519,11
Iriartea_deltoidea,237,157,24,3,15967,282
Iriartella_setigera,183,152,14,5,10317,165
Iriartella_stenocarpa,123,113,5,1,5648,65
Itaya_amicorum,38,39,0,0,3188,18
Johannesteijsmannia_altifrons,1,12,0,0,1901,1
Jubaea_chilensis,14,18,0,0,13761,10
Jubaeopsis_caffra,5,12,0,0,1833,5
Kentiopsis_magnifica,6,7,0,0,3756,1
Kentiopsis_oliviformis,7,7,0,0,9233,4
Kentiopsis_piersoniorum,2,8,0,0,745,1
Kentiopsis_pyriformis,5,8,0,0,3409,3
Kerriodoxa_elegans,2,18,2,0,40313,2
Korthalsia_angustifolia,5,12,0,0,4884,3
Korthalsia_brassii,3,7,0,0,6570,3
Korthalsia_celebica,4,7,0,0,5890,3
Korthalsia_cheb,12,13,0,0,4082,9
Korthalsia_concolor,1,13,0,0,585,1
Korthalsia_debilis,2,12,0,0,2357,2
Korthalsia_echinometra,20,26,0,0,2570,13
Korthalsia_ferox,12,12,0,0,2819,7
Korthalsia_flagellaris,1,13,0,0,19,1
Korthalsia_furtadoana,19,25,0,0,3514,15
Korthalsia_hispida,12,12,0,0,3201,8
Korthalsia_jala,9,13,0,0,7995,6
Korthalsia_laciniosa,7,12,0,0,16945,7
Korthalsia_merrillii,1,13,0,0,903,1
Korthalsia_rigida,18,24,1,0,9364,13
Korthalsia_robusta,11,12,0,0,8395,8
Korthalsia_rostrata,16,24,0,0,2847,10
Korthalsia_scortechinii,1,13,0,0,483,1
Korthalsia_zippelii,28,26,3,0,3793,25
Laccospadix_australasicus,85,77,1,3,12266,22
Laccosperma_acutiflorum,14,24,0,0,11353,10
Laccosperma_korupensis,3,12,0,0,2133,2
Laccosperma_laeve,30,34,2,0,16103,24
Laccosperma_opacum,55,55,5,0,15249,44
Laccosperma_robustum,30,35,2,0,16144,22
Laccosperma_secundiflorum,103,92,16,2,23982,61
Lanonia_acaulis,1,13,0,0,147,1
Lanonia_calciphila,10,13,0,0,7631,8
Lanonia_centralis,10,13,0,0,17511,9
Lanonia_dasyantha,6,12,0,0,10187,6
Lanonia_hexasepala,3,13,0,0,1310,1
Lanonia_magalonii,1,13,0,0,5,1
Latania_loddigesii,3,13,0,0,2617,5
Latania_lontaroides,3,13,0,0,32098,6
Lemurophoenix_halleuxii,9,12,0,0,13844,4
Leopoldinia_piassaba,20,24,0,0,4303,13
Leopoldinia_pulchra,75,69,10,1,7781,57
Lepidocaryum_tenue,113,107,1,1,1698,139
Leucothrinax_morrisii,32,30,7,0,11757,20
Licuala_atroviridis,2,13,0,0,7062,1
Licuala_bachmaensis,3,12,0,0,5691,2
Licuala_bacularia,1,8,0,0,104,1
Licuala_beccariana,16,21,0,0,8206,10
Licuala_bellatula,3,7,0,0,2088,3
Licuala_bidentata,4,13,0,0,18834,2
Licuala_bracteata,5,12,0,0,14968,3
Licuala_cameronensis,1,13,0,0,358,1
Licuala_campestris,1,13,0,0,1038,1
Licuala_concinna,1,7,0,0,2214,1
Licuala_corneri,1,12,0,0,302,1
Licuala_dakrongensis,1,13,0,0,3491,1
Licuala_ellipsoidalis,1,13,0,0,2622,1
Licuala_fordiana,7,13,0,0,6775,7
Licuala_glabra,3,12,0,0,2522,4
Licuala_grandiflora,2,7,0,0,3842,2
Licuala_grandis,10,13,0,0,29556,11
Licuala_lauterbachii,20,19,2,0,14576,14
Licuala_longiflora,1,13,0,0,2491,1
Licuala_magna,1,7,0,0,106,1
Licuala_malajana,4,13,0,0,3586,4
Licuala_manglaensis,1,13,0,0,2280,1
Licuala_montana,6,8,0,0,3075,6
Licuala_moyseyi,2,13,0,0,2365,1
Licuala_mustapana,1,12,0,0,1,1
Licuala_olivifera,6,12,0,0,2611,5
Licuala_orbicularis,1,13,0,0,102,1
Licuala_paludosa,1,13,0,0,3570,1
Licuala_parviflora,2,7,0,0,2625,2
Licuala_petiolulata,3,13,0,0,1653,3
Licuala_ramsayi,65,61,4,5,31402,35
Licuala_robinsoniana,1,13,0,0,3503,1
Licuala_spinosa,12,11,1,0,13631,12
Licuala_tanycola,6,7,0,0,353,2
Licuala_telifera,2,8,0,0,2561,3
Linospadix_albertisianus,49,38,12,0,13801,29
Linospadix_apetiolatus,55,56,0,0,9564,5
Linospadix_caninus,2,8,0,0,596,2
Linospadix_microcaryus,50,56,0,0,9633,13
Linospadix_minor,163,166,9,9,17639,26
Linospadix_monostachyos,1010,982,47,17,3952,89
Linospadix_palmerianus,33,35,1,0,12616,12
Livistona_alfredii,15,14,1,0,8856,9
Livistona_australis,998,771,35,31,4569,143
Livistona_benthamii,46,48,1,2,12230,33
Livistona_boninensis,1,17,0,0,374,1
Livistona_carinensis,9,12,0,0,1569,5
Livistona_chinensis,27,26,7,0,40267,29
Livistona_concinna,9,15,0,0,14914,3
Livistona_decora,79,56,8,2,18828,44
Livistona_drudei,7,8,0,0,14676,6
Livistona_eastonii,50,50,0,2,7545,13
Livistona_endauensis,2,13,0,0,373,2
Livistona_exigua,2,13,0,0,137,1
Livistona_fulva,8,14,0,0,679,3
Livistona_humilis,159,139,22,1,2598,75
Livistona_inermis,112,95,11,1,6491,49
Livistona_jenkinsiana,5,12,1,0,11036,5
Livistona_lanuginosa,25,29,0,0,2561,14
Livistona_lorophylla,64,61,2,2,15974,32
Livistona_mariae,30,28,1,0,2589,11
Livistona_muelleri,83,81,10,3,13225,50
Livistona_nasmophila,10,13,1,0,4840,7
Livistona_nitida,21,21,0,0,991,13
Livistona_rigida,59,54,3,3,6850,30
Livistona_saribus,11,12,1,0,10728,11
Livistona_speciosa,10,12,0,0,23518,8
Livistona_victoriae,57,56,1,0,6687,23
Lodoicea_maldivica,1,13,0,0,1547,2
Lytocaryum_hoehnei,17,26,0,0,5587,11
Lytocaryum_insigne,20,26,1,0,4930,10
Lytocaryum_weddellianum,6,12,0,0,9180,6
Manicaria_martiana,10,13,0,0,3812,7
Manicaria_saccifera,106,101,5,0,8703,56
Marojejya_darianii,18,24,0,0,3905,8
Marojejya_insignis,42,47,1,0,7488,17
Masoala_kona,13,24,0,0,7990,4
Masoala_madagascariensis,14,24,0,0,23127,11
Mauritia_carana,37,46,1,0,5875,23
Mauritia_flexuosa,168,128,26,7,13093,183
Mauritiella_aculeata,81,57,19,1,7038,67
Mauritiella_armata,136,107,16,8,20675,106
Mauritiella_macroclada,18,26,0,0,4200,10
Mauritiella_pumila,11,12,0,0,5931,10
Maxburretia_gracilis,4,12,0,0,1957,1
Medemia_argun,2,0,18,0,181988,4
Metroxylon_sagu,21,22,1,0,18108,14
Metroxylon_salomonense,2,7,0,0,1530,2
Metroxylon_vitiense,1,5,0,0,914,2
Myrialepis_paradoxa,5,12,0,0,8250,5
Nannorrhops_ritchieana,1,17,0,0,8988,1
Nenga_gajah,2,13,0,0,2185,1
Nenga_macrocarpa,1,13,0,0,3727,1
Nenga_pumila,1,12,0,0,1808,1
Neonicholsonia_watsonii,91,85,5,1,6560,33
Normanbya_normanbyi,37,42,0,0,16333,10
Nypa_fruticans,40,39,4,5,26704,47
Oenocarpus_bacaba,76,69,6,1,12039,65
Oenocarpus_balickii,66,64,5,0,8921,28
Oenocarpus_bataua,215,175,8,2,10288,285
Oenocarpus_circumtextus,5,13,0,0,14192,3
Oenocarpus_distichus,33,29,7,0,21912,29
Oenocarpus_makeru,1,13,0,0,1151,1
Oenocarpus_mapora,256,187,14,5,11647,186
Oenocarpus_minor,144,109,13,3,13702,99
Oenocarpus_simplex,3,13,0,0,3482,2
Oncocalamus_macrospathus,12,12,0,0,12482,10
Oncocalamus_mannii,24,24,0,0,19061,19
Oncocalamus_tuleyi,12,12,0,0,9969,10
Oncocalamus_wrightianus,5,12,0,0,1047,1
Oncosperma_fasciculatum,1,13,0,0,1089,1
Oncosperma_horridum,3,15,0,0,9729,3
Oncosperma_tigillarium,3,12,0,0,14484,3
Orania_archboldiana,7,8,0,0,10280,5
Orania_dafonsoroensis,1,7,0,0,9281,1
Orania_disticha,6,8,0,0,11183,3
Orania_ferruginea,1,7,0,0,7898,1
Orania_gagavu,1,8,0,0,2829,1
Orania_glauca,2,7,0,0,686,1
Orania_lauterbachiana,12,14,1,0,17510,11
Orania_longisquama,25,36,0,1,8696,13
Orania_longistaminodia,2,7,0,0,4413,1
Orania_macropetala,3,7,0,0,6679,2
Orania_palindan,6,7,0,0,4346,7
Orania_ravaka,10,12,0,0,17335,7
Orania_regalis,4,8,0,0,12971,5
Orania_sylvicola,2,13,0,0,1862,2
Orania_trispatha,14,24,0,0,7082,7
Oraniopsis_appendiculata,42,43,0,0,10409,11
Parajubaea_cocoides,7,14,0,0,719,5
Parajubaea_sunkha,3,14,0,0,3878,3
Parajubaea_torallyi,6,13,0,0,1036,4
Pelagodoxa_henryana,4,14,0,0,4892,3
Phoenix_acaulis,2,11,0,0,507,2
Phoenix_caespitosa,4,12,0,0,4762,4
Phoenix_canariensis,993,788,91,14,22113,267
Phoenix_dactylifera,1007,544,341,22,121681,341
Phoenix_loureiroi,34,28,9,0,30046,24
Phoenix_paludosa,4,15,0,0,11602,5
Phoenix_pusilla,4,12,0,0,3909,3
Phoenix_reclinata,379,227,133,26,42185,261
Phoenix_roebelenii,31,28,8,2,51170,32
Phoenix_rupicola,7,12,1,0,12054,5
Phoenix_sylvestris,2,17,0,0,9054,3
Phoenix_theophrasti,8,17,0,0,7119,5
Pholidocarpus_ihur,2,7,0,0,5351,2
Pholidocarpus_macrocarpus,1,12,0,0,757,1
Pholidocarpus_majadum,2,13,0,0,9,2
Pholidostachys_dactyloides,81,88,3,13,9346,43
Pholidostachys_kalbreyeri,4,14,0,0,2778,4
Pholidostachys_occidentalis,8,13,0,0,3003,7
Pholidostachys_panamensis,14,14,0,0,1622,6
Pholidostachys_pulchra,102,90,5,1,7570,34
Pholidostachys_sanluisensis,3,13,0,0,2170,3
Pholidostachys_synanthera,121,105,9,7,7218,102
Physokentia_avia,1,7,0,0,76,1
Physokentia_insolita,2,7,0,0,2844,3
Phytelephas_aequatorialis,36,36,1,2,8717,18
Phytelephas_macrocarpa,114,90,10,0,12882,92
Phytelephas_schottii,2,13,0,0,3276,2
Phytelephas_seemannii,21,23,3,0,13806,17
Phytelephas_tenuicaulis,73,79,0,0,3952,46
Phytelephas_tumacana,3,14,0,0,1119,2
Pigafetta_filaris,5,8,0,0,10500,7
Pinanga_albescens,4,13,0,0,2025,3
Pinanga_annamensis,1,13,0,0,892,1
Pinanga_aristata,5,12,0,0,2442,5
Pinanga_auriculata,1,13,0,0,1552,1
Pinanga_baviensis,29,35,2,4,26593,32
Pinanga_caesia,1,8,0,0,2962,1
Pinanga_capitata,9,12,0,0,1854,8
Pinanga_celebica,1,7,0,0,3034,1
Pinanga_copelandii,1,5,0,0,1011,1
Pinanga_coronata,10,14,0,0,14796,8
Pinanga_crassipes,1,12,0,0,394,1
Pinanga_cupularis,2,12,0,0,286,2
Pinanga_declinata,9,12,0,0,9222,6
Pinanga_disticha,1,12,0,0,1683,1
Pinanga_forbesii,1,12,0,0,1441,1
Pinanga_gracilis,6,12,1,0,19503,6
Pinanga_humilis,1,13,0,0,1098,1
Pinanga_insignis,1,15,0,0,657,3
Pinanga_javana,3,15,0,0,11885,3
Pinanga_lepidota,12,13,0,0,5154,11
Pinanga_maculata,2,5,0,0,1391,1
Pinanga_malaiana,1,13,0,0,924,1
Pinanga_mirabilis,2,12,0,0,4228,2
Pinanga_negrosensis,1,13,0,0,34,1
Pinanga_paradoxa,2,12,0,0,11255,2
Pinanga_patula,12,11,1,0,12134,12
Pinanga_philippinensis,1,13,0,0,297,1
Pinanga_pilosa,12,13,0,0,3042,6
Pinanga_polymorpha,1,13,0,0,109,1
Pinanga_quadrijuga,2,12,0,0,8762,2
Pinanga_rivularis,3,12,0,0,600,2
Pinanga_rumphiana,17,21,1,0,4021,15
Pinanga_salicifolia,8,13,0,0,2110,8
Pinanga_sessilifolia,1,12,0,0,1330,1
Pinanga_sibuyanensis,2,12,0,0,13270,2
Pinanga_simplicifrons,3,13,0,0,1921,3
Pinanga_subintegra,1,11,0,0,357,1
Pinanga_sylvestris,8,19,1,0,49635,9
Pinanga_tashiroi,2,13,0,0,3373,2
Pinanga_tenella,7,13,0,0,2172,5
Pinanga_tomentella,2,12,0,0,662,2
Pinanga_variegata,7,11,1,0,5156,5
Pinanga_yassinii,2,13,0,0,382,1
Plectocomia_elmeri,1,13,0,0,126,2
Plectocomia_elongata,12,9,3,0,26166,9
Plectocomia_himalayana,7,12,0,0,5575,6
Plectocomia_microstachys,4,13,0,0,7350,4
Plectocomia_mulleri,29,35,1,0,2666,22
Plectocomia_pierreana,11,11,1,0,6288,10
Plectocomiopsis_geminiflora,40,45,6,0,8333,29
Plectocomiopsis_mira,19,26,0,0,2113,15
Plectocomiopsis_songthanhensis,1,13,0,0,12,1
Plectocomiopsis_triquetra,6,12,0,0,1137,5
Podococcus_acaulis,38,37,0,1,16496,20
Podococcus_barteri,68,69,3,0,18330,40
Pogonotium_divaricatum,2,12,0,0,227,1
Pogonotium_ursinum,9,12,0,0,8537,5
Ponapea_hentyi,1,7,0,0,4268,2
Prestoea_acuminata,45,46,2,1,10010,160
Prestoea_carderi,35,40,0,0,16179,18
Prestoea_decurrens,171,139,10,5,13371,86
Prestoea_ensiformis,62,68,3,6,6807,38
Prestoea_longipetiolata,34,36,0,1,7767,20
Prestoea_pubens,18,26,0,0,8300,9
Prestoea_pubigera,2,12,0,0,863,1
Prestoea_schultzeana,60,54,5,0,5284,69
Prestoea_simplicifolia,11,13,0,0,4551,3
Prestoea_tenuiramosa,6,13,0,0,642,4
Pritchardia_bakeri,2,5,0,0,223,1
Pritchardia_forbesiana,1,5,0,0,491,1
Pritchardia_hillebrandii,2,5,0,0,12017,1
Pritchardia_kahukuensis,1,5,0,0,233,1
Pritchardia_maideniana,6,10,0,0,20322,5
Pritchardia_martii,4,5,0,0,23880,4
Pritchardia_munroi,2,5,0,0,3563,2
Pritchardia_napaliensis,1,5,0,0,1046,1
Pritchardia_pacifica,6,13,1,0,20915,8
Pritchardia_thurstonii,1,5,0,0,1358,1
Pritchardia_waialealeana,1,5,0,0,9,1
Pseudophoenix_sargentii,23,36,0,3,489,17
Pseudophoenix_vinifera,2,13,0,0,41,2
Ptychococcus_lepidotus,5,7,0,0,13102,5
Ptychococcus_paradoxus,23,21,1,0,5353,15
Ptychosperma_burretianum,2,8,0,0,4574,2
Ptychosperma_caryotoides,8,14,0,0,485,6
Ptychosperma_cuneatum,1,7,0,0,2418,1
Ptychosperma_elegans,82,72,12,2,26044,50
Ptychosperma_furcatum,1,8,0,0,5516,1
Ptychosperma_gracile,3,7,0,0,259,1
Ptychosperma_lauterbachii,1,7,0,0,1920,2
Ptychosperma_lineare,1,8,0,0,704,2
Ptychosperma_macarthurii,57,49,1,3,30597,31
Ptychosperma_microcarpum,7,7,0,0,15231,3
Ptychosperma_mooreanum,2,8,0,0,376,2
Ptychosperma_ramosissimum,1,8,0,0,1059,1
Ptychosperma_rosselense,6,8,0,0,1976,1
Ptychosperma_salomonense,2,8,0,0,522,4
Ptychosperma_waitianum,3,7,0,0,10817,3
Raphia_africana,1,12,0,0,2248,1
Raphia_australis,5,12,0,0,3639,4
Raphia_farinifera,18,20,4,0,37039,17
Raphia_gentiliana,2,12,0,0,4634,2
Raphia_hookeri,123,105,16,3,13897,52
Raphia_laurentii,7,12,0,0,15337,6
Raphia_mambillensis,1,12,0,0,2437,1
Raphia_monbuttorum,2,12,0,0,7165,2
Raphia_palma-pinus,17,24,0,1,24073,13
Raphia_regalis,11,12,0,0,16612,10
Raphia_rostrata,1,12,0,0,2268,1
Raphia_sese,3,12,0,0,6197,3
Raphia_sudanica,561,438,31,8,11026,110
Raphia_taedigera,26,35,1,2,14166,25
Raphia_textilis,1,12,0,0,3727,1
Raphia_vinifera,43,46,2,2,12990,21
Ravenea_albicans,9,12,0,0,6979,8
Ravenea_beentjei,4,12,0,0,2832,2
Ravenea_delicatula,2,13,0,0,20681,1
Ravenea_dransfieldii,18,24,0,0,15853,14
Ravenea_glauca,17,22,2,0,21626,9
Ravenea_hildebrandtii,11,12,0,0,10630,5
Ravenea_hypoleuca,2,12,0,0,2612,1
Ravenea_julietiae,14,24,0,0,7363,10
Ravenea_krociana,5,13,0,0,2488,3
Ravenea_lakatra,11,12,0,0,26329,9
Ravenea_latisecta,3,12,0,0,2800,3
Ravenea_louvelii,7,12,0,0,1061,2
Ravenea_madagascariensis,53,60,0,0,6321,26
Ravenea_moorei,6,12,0,0,2514,3
Ravenea_musicalis,5,12,0,0,9708,1
Ravenea_nana,12,12,0,0,10852,9
Ravenea_rivularis,11,12,0,0,17988,5
Ravenea_robustior,49,59,0,1,11349,35
Ravenea_sambiranensis,80,81,3,2,25542,40
Ravenea_xerophila,16,24,1,0,5614,9
Reinhardtia_elegans,3,14,0,0,3021,3
Reinhardtia_gracilis,171,132,15,4,11969,60
Reinhardtia_koschnyana,49,43,4,0,12048,24
Reinhardtia_latisecta,41,46,2,1,6155,24
Reinhardtia_paiewonskiana,2,13,0,0,1186,1
Reinhardtia_simplex,178,135,13,3,5801,80
Retispatha_dumetosa,13,22,2,0,3286,10
Rhapidophyllum_hystrix,3,18,0,0,7592,3
Rhapis_cochinchinensis,8,12,0,0,11931,5
Rhapis_excelsa,33,36,6,5,37546,38
Rhapis_gracilis,6,13,0,0,22265,6
Rhapis_humilis,11,12,0,1,10682,12
Rhapis_micrantha,3,12,0,0,4825,3
Rhapis_puhuongensis,3,13,0,0,2026,1
Rhapis_robusta,3,21,0,0,5542,3
Rhapis_subtilis,10,13,0,0,15987,7
Rhapis_vidalii,4,13,0,0,7890,2
Rhopaloblaste_ceramica,6,8,0,0,7717,6
Rhopaloblaste_ledermanniana,16,13,2,0,5118,15
Rhopalostylis_baueri,4,7,0,0,1179,6
Rhopalostylis_sapida,1315,1235,34,28,695,157
Roystonea_altissima,1,13,0,0,667,1
Roystonea_borinquena,10,13,1,0,16717,7
Roystonea_dunlapiana,13,21,2,0,17545,8
Roystonea_lenis,1,13,0,0,2035,1
Roystonea_oleracea,14,22,3,0,41968,13
Roystonea_regia,55,48,15,11,11773,57
Roystonea_stellata,1,13,0,0,17,1
Roystonea_violacea,1,14,0,0,2651,1
Sabal_bermudana,1,15,0,0,253,1
Sabal_causiarum,5,13,0,0,5559,5
Sabal_domingensis,2,13,0,0,45,1
Sabal_etonia,22,34,0,0,3226,15
Sabal_gretherae,15,25,0,0,489,5
Sabal_mauritiiformis,97,81,11,1,9928,55
Sabal_mexicana,321,93,140,1,46907,161
Sabal_minor,279,200,16,1,35797,138
Sabal_palmetto,158,133,5,4,37562,104
Sabal_pumos,28,38,7,0,56060,16
Sabal_rosei,38,27,14,0,44624,23
Sabal_uresana,44,34,10,0,44088,24
Sabal_yapa,112,84,6,8,3758,63
Salacca_affinis,2,13,0,0,1823,2
Salacca_dolicholepis,3,13,0,0,1547,2
Salacca_glabrescens,1,12,0,0,118,1
Salacca_lophospatha,1,13,0,0,1172,1
Salacca_vermicularis,3,12,0,0,3050,3
Salacca_wallichiana,4,13,0,1,4433,5
Salacca_zalacca,4,8,0,0,51903,5
Saribus_chocolatinus,3,8,0,0,7044,3
Saribus_jeanneneyi,4,8,0,0,1953,1
Saribus_rotundifolius,12,15,0,0,12635,12
Saribus_surru,1,8,0,0,436,1
Saribus_tothur,1,7,0,0,1080,1
Saribus_woodfordii,3,7,0,0,2045,2
Satranala_decussilvae,19,24,0,0,5674,9
Schippia_concolor,24,26,0,0,4403,10
Sclerosperma_mannii,23,22,2,0,21130,18
Sclerosperma_profizianum,5,12,0,0,8643,4
Sclerosperma_walkeri,10,12,0,0,16586,7
Serenoa_repens,215,169,5,2,27435,133
Socratea_exorrhiza,325,219,17,10,12660,400
Socratea_hecatonandra,9,13,0,0,6113,6
Socratea_montana,5,13,0,0,374,3
Socratea_rostrata,33,40,0,0,2877,21
Socratea_salazarii,91,78,5,2,12109,43
Sommieria_leucophylla,31,28,2,0,2751,15
Syagrus_allagopteroides,24,26,0,1,15224,21
Syagrus_amara,2,12,0,0,2100,3
Syagrus_botryophora,28,25,1,0,12192,22
Syagrus_caerulescens,7,13,0,0,1359,2
Syagrus_campestris,4,14,0,0,21300,4
Syagrus_campylospatha,23,24,1,1,808,14
Syagrus_cardenasii,20,24,0,0,17219,12
Syagrus_cearensis,12,12,0,0,4059,11
Syagrus_cerqueirana,1,13,0,0,1339,1
Syagrus_cocoides,51,41,6,1,19257,40
Syagrus_comosa,123,110,14,9,14503,93
Syagrus_coronata,116,104,11,8,10482,77
Syagrus_deflexa,15,26,1,0,10580,6
Syagrus_duartei,6,14,0,0,5620,2
Syagrus_evansiana,8,12,0,0,15123,5
Syagrus_flexuosa,148,128,12,17,7404,105
Syagrus_glaucescens,37,35,2,0,9532,16
Syagrus_glazioviana,56,54,3,0,4430,35
Syagrus_gouveiana,6,13,0,0,732,1
Syagrus_graminifolia,33,31,5,1,6171,28
Syagrus_harleyi,79,77,2,2,2988,20
Syagrus_inajai,47,44,5,0,15152,40
Syagrus_itacambirana,2,13,0,0,4613,1
Syagrus_kellyana,2,13,0,0,8207,1
Syagrus_lilliputiana,3,12,0,0,1516,3
Syagrus_loefgrenii,16,26,0,0,6572,8
Syagrus_longipedunculata,1,13,0,0,430,1
Syagrus_lorenzoniorum,2,13,0,0,68,1
Syagrus_macrocarpa,14,14,0,0,12317,8
Syagrus_mendanhensis,6,13,0,0,2682,2
Syagrus_microphylla,37,37,1,2,4834,15
Syagrus_minor,3,14,0,0,7182,2
Syagrus_oleracea,48,47,10,1,12521,39
Syagrus_orinocensis,88,79,3,3,10081,52
Syagrus_petraea,148,112,19,3,18690,87
Syagrus_picrophylla,9,13,0,0,777,4
Syagrus_pleioclada,21,24,0,0,8747,12
Syagrus_pleiocladoides,1,13,0,0,2094,1
Syagrus_procumbens,2,13,0,0,20,1
Syagrus_pseudococos,25,28,0,1,8385,12
Syagrus_romanzoffiana,331,238,22,36,18137,192
Syagrus_rupicola,1,13,0,0,695,1
Syagrus_ruschiana,20,25,0,0,5018,12
Syagrus_sancona,61,48,10,6,20081,51
Syagrus_schizophylla,42,51,2,1,8479,31
Syagrus_smithii,25,38,1,2,10575,21
Syagrus_stenopetala,2,13,0,0,2454,2
Syagrus_stratincola,4,14,0,0,10499,3
Syagrus_vagans,35,40,0,0,2839,28
Syagrus_vermicularis,1,12,0,0,1758,1
Syagrus_werdermannii,14,26,0,2,7559,7
Synechanthus_fibrosus,101,99,2,4,7164,48
Synechanthus_warscewiczianus,225,178,10,21,10217,118
Tahina_spectabilis,5,12,0,0,364,2
Thrinax_parviflora,6,14,0,0,24966,7
Thrinax_radiata,80,83,0,4,767,68
Trachycarpus_fortunei,278,234,9,4,34491,149
Trachycarpus_geminisectus,5,12,0,0,3029,2
Trachycarpus_martianus,1,17,0,0,1488,1
Trachycarpus_nanus,1,18,0,0,2077,1
Trachycarpus_princeps,4,17,0,0,2607,1
Trithrinax_acanthocoma,4,12,1,0,32429,4
Trithrinax_brasiliensis,18,27,0,1,13310,16
Trithrinax_campestris,11,13,1,0,17853,11
Trithrinax_schizophylla,47,42,7,1,8624,37
Veitchia_arecina,2,7,0,0,14125,2
Veitchia_joannis,1,13,0,0,3612,1
Veitchia_subdisticha,2,7,0,0,555,2
Veitchia_vitiensis,1,5,0,0,431,1
Voanioala_gerardii,8,12,0,0,7049,6
Wallichia_caryotoides,12,10,3,0,17030,11
Wallichia_gracilis,18,23,2,2,18615,18
Wallichia_oblongifolia,1,12,0,0,51,1
Washingtonia_filifera,311,187,33,9,74533,107
Washingtonia_robusta,230,169,21,8,38225,113
Welfia_regia,67,58,4,0,9090,64
Wendlandiella_gracilis,75,75,2,0,7620,36
Wettinia_aequalis,44,50,2,2,7891,30
Wettinia_aequatorialis,20,25,0,0,1424,8
Wettinia_anomala,27,37,0,0,1676,12
Wettinia_augusta,110,102,3,9,8864,60
Wettinia_castanea,12,13,0,0,1630,7
Wettinia_disticha,6,14,0,0,244,6
Wettinia_drudei,75,70,2,1,5958,46
Wettinia_fascicularis,45,49,2,0,1604,24
Wettinia_hirsuta,13,14,0,0,9930,11
Wettinia_kalbreyeri,79,76,6,1,4357,41
Wettinia_lanata,1,13,0,0,222,1
Wettinia_longipetala,35,37,0,0,2789,20
Wettinia_maynensis,131,117,5,10,6185,61
Wettinia_microcarpa,4,13,0,0,146,4
Wettinia_minima,6,14,0,0,694,3
Wettinia_oxycarpa,17,26,1,2,2324,9
Wettinia_panamensis,3,13,0,0,2189,3
Wettinia_praemorsa,78,73,10,3,11650,43
Wettinia_quinaria,52,59,1,1,6788,51
Wettinia_radiata,69,67,4,1,9134,34
Wettinia_verruculosa,7,13,0,0,254,4
Wodyetia_bifurcata,16,11,3,1,33322,9
Zombia_antillarum,3,12,0,0,9815,4
